Scenario,% Diff,Weighted % Diff,Incidence Check,Cause Check
scenario_0521,0.34429098105143274,0.3454992109869024,False,True
scenario_1437,0.21236223506498353,0.2292603408286774,True,False
scenario_1501,0.34274154688710684,0.3489598193043802,False,False
scenario_1311,0.45426950992730836,0.46219098370823536,False,True
scenario_0943,0.36114318369684334,0.3525440669272847,False,False
scenario_0392,0.6884752526576209,0.7532526008436831,False,False
scenario_0270,0.3313395496562548,0.2919936434425718,False,False
scenario_0207,0.5338281558018108,0.483664380983907,False,False
scenario_0878,0.34852507529921417,0.39495640562526096,False,False
scenario_0934,0.33002813952385757,0.3134625641175649,False,False
scenario_1713,0.3993213467044365,0.45467761644905447,False,False
scenario_1629,0.29745735107240207,0.27564921666659853,False,True
scenario_1721,0.45584453873973235,0.5580154303619091,False,False
scenario_0552,0.35664213528548555,0.3266046712184266,False,False
scenario_1524,0.4170317687844883,0.4668451165251689,False,False
scenario_0490,0.8462594337731004,0.8637987359048847,False,False
scenario_1449,0.5171475143122489,0.46699392500616055,False,False
scenario_0624,0.4674736831907291,0.4297929970163066,False,True
scenario_0948,0.34013101497724885,0.3962431623378987,False,False
scenario_0243,0.410692298943276,0.514309314813812,False,False
scenario_0151,0.5654302324656828,0.668062688225226,False,False
scenario_1430,0.43117329594546006,0.4229104970458739,False,False
scenario_1207,0.40936012732791127,0.4258651490312316,False,False
scenario_0926,0.403503259819011,0.37830681689809964,False,False
scenario_0077,0.29315037471542627,0.23958572210135606,True,False
scenario_1087,0.4165178333230308,0.43057182022307605,False,False
scenario_1145,0.41566850806936056,0.3992337755176465,False,False
scenario_0390,0.33293475974801545,0.3220763924418502,False,False
scenario_1125,0.29200629114311405,0.36708428463858406,False,False
scenario_0180,0.4916034522791738,0.4866870805480985,False,False
scenario_1700,0.747757404110263,0.8644754019980367,False,False
scenario_1618,0.40336939270556404,0.4172728633339488,False,False
scenario_0423,0.43011291426809045,0.41008939151435597,False,True
scenario_1512,0.30251018516244776,0.36242117178498007,False,False
scenario_1913,0.37667222935428163,0.36394187336839123,False,False
scenario_1946,0.43165912800542966,0.4784680143683465,False,False
scenario_1072,0.36149845229652333,0.3360252782349453,False,False
scenario_0697,0.40316157782650214,0.3783521357146542,False,False
scenario_0949,0.4981905662534988,0.46363527637010404,False,False
scenario_0126,0.4565707084798166,0.5007881584501646,False,False
scenario_0444,0.5199729083216641,0.5488797156775763,False,False
scenario_1708,0.43324684315494194,0.41065470726193587,False,True
scenario_0590,0.3774355441588598,0.37092677262992113,False,False
scenario_1866,0.28870341184423176,0.27758778187802957,False,False
scenario_0382,0.33854257567425694,0.37174747263785435,False,True
scenario_1441,0.43377991674851907,0.4680820435336815,False,True
scenario_0669,0.5066158536089319,0.5458777383049397,False,False
scenario_0986,0.42282450008060085,0.4403278315936284,False,False
scenario_1052,0.669287704892163,0.760770498372982,False,False
scenario_1187,0.5823269745829612,0.5438069907096139,False,False
scenario_0267,0.4377068180061081,0.47315094775782063,False,False
scenario_0043,0.47729594748854776,0.5060087179683006,False,False
scenario_0588,0.24601122008373524,0.2535058946279518,False,True
scenario_1796,0.27674637100130667,0.30627087934961833,False,False
scenario_1171,0.2915793387956006,0.2988691589136472,False,False
scenario_1579,0.32878341617535184,0.3163820340260274,False,False
scenario_1720,0.3638391630178214,0.3920582248003193,False,False
scenario_0796,0.3423156048372163,0.34037523582242624,False,False
scenario_1356,0.616828853996081,0.5246380058850526,False,False
scenario_0404,0.341213134241727,0.39895666940976954,False,False
scenario_1231,0.39517386417522093,0.35444037473445617,False,False
scenario_0061,0.2874730772884519,0.28644920994275114,False,True
scenario_0980,0.26936311956505427,0.24173802010555714,False,False
scenario_1874,0.8277610914913432,1.1415925498034787,False,False
scenario_1309,0.44669555439091624,0.46074458877832036,False,False
scenario_0424,0.37410206098054105,0.32383135697133736,False,True
scenario_1063,0.4439721265414234,0.5437320508510394,False,False
scenario_1282,0.44610942101915985,0.49589272891737746,False,False
scenario_0606,0.29823692393990836,0.2972177203652092,False,False
scenario_1805,0.38349608278148617,0.4462314947202796,False,False
scenario_1823,0.636379412474437,0.6666588321094185,False,False
scenario_1220,0.31020655658169305,0.31781182981058853,False,True
scenario_0560,0.4360675251083851,0.4510736291319005,False,False
scenario_1010,0.31663787768272683,0.328396864655045,False,False
scenario_0222,0.398985154374116,0.44443400456814314,False,False
scenario_1677,0.35690717098357255,0.39068463016593596,False,True
scenario_1302,0.3701633417625996,0.34368289212998987,False,True
scenario_1518,0.36205609814891176,0.3199875235640673,False,True
scenario_1762,0.32192675934174697,0.33320025526076713,False,False
scenario_0628,0.3945774974641462,0.4090564626960118,True,False
scenario_0636,0.4121493630539614,0.38077504011427243,False,False
scenario_1589,0.44941339256958285,0.45042520914614753,False,False
scenario_1156,0.5019355602151082,0.5179779227895742,False,True
scenario_0105,0.3664916422897383,0.36373629095453497,False,False
scenario_0179,0.6311481527901897,0.7761154022890938,False,False
scenario_0283,0.3969433931931911,0.3584083796639307,False,False
scenario_0689,0.3153314466631165,0.31581221288087596,False,True
scenario_1673,0.38527479532244474,0.34856649509570825,False,False
scenario_0242,0.43481282586892994,0.44709227394478773,False,False
scenario_1453,0.30852741902023934,0.34400040694568695,False,False
scenario_0849,0.5231318857113696,0.5151521081074094,False,True
scenario_0302,0.28746173524504814,0.32029948080883663,False,True
scenario_0066,0.671328193613631,0.8147804490813352,False,False
